month,deposits,aver_inc,population,manprop,billboard,numofbank
7,186,4367,11941,41,0,7
7,299,5252,12928,42,0,10
10,230,4125,10329,44,0,6
10,276,4412,7016,51,0,11
7,202,3866,12187,50,0,19
10,164,4146,6822,41,0,16
9,0,3773,9740,42,0,12
9,227,4444,15353,43,0,17
7,302,3882,14090,51,0,12
7,247,4498,7257,51,0,10
10,210,5422,18826,59,0,11
11,141,5318,12157,50,0,9
8,205,4936,10340,57,0,12
10,246,3559,15391,50,0,6
8,184,5128,5265,48,0,11
12,202,4040,7515,60,0,7
11,217,5230,5098,46,0,11
11,184,3594,11367,57,0,7
7,260,4040,18486,45,0,13
10,187,5052,5593,41,0,10
8,148,3875,13101,58,0,15
11,128,4377,5462,55,0,19
12,261,4239,7333,41,0,12
12,205,5200,12339,53,0,12
9,185,4234,9794,40,0,17
11,241,3886,10416,51,0,6
11,225,4448,11321,56,0,6
10,54,4230,7707,47,0,7
12,269,3820,9167,52,0,19
8,170,4878,9477,47,0,19
10,101,4870,17687,49,0,20
11,0,4011,13998,49,0,17
8,215,4460,12753,55,0,10
9,212,3568,8368,50,0,16
7,0,3672,5550,45,0,19
10,237,5256,15590,42,0,18
7,250,5075,12676,58,0,16
11,173,4307,9632,50,0,16
11,269,5000,9146,43,0,14
8,281,4402,9107,45,0,5
8,163,3584,5111,52,0,20
11,209,5302,17683,45,0,5
7,257,3564,16718,46,0,18
11,206,4638,12650,46,0,11
11,138,4307,13618,59,0,14
9,118,5356,6508,53,0,8
11,321,3674,8627,51,0,9
7,139,4127,18074,52,0,13
11,273,4200,15336,48,0,12
11,315,4196,5334,50,0,12
10,238,3662,9665,42,0,6
11,235,4896,6370,45,0,13
10,242,3550,14121,42,0,17
8,252,5399,12666,43,0,18
10,188,5056,5095,43,0,19
7,280,5312,17648,54,0,8
8,284,4198,13683,58,0,16
10,96,4545,5068,42,0,11
10,0,5294,9542,52,0,6
9,174,4525,12272,58,0,14
7,264,3739,14467,43,0,14
10,265,3775,10893,50,0,18
9,262,5105,6321,43,0,14
8,233,3878,16543,59,0,13
8,192,3997,13063,50,0,16
10,246,3748,11041,48,0,20
8,0,4153,8251,43,0,8
7,331,3997,14340,56,0,16
7,195,3635,19892,46,0,6
9,175,4029,16848,50,0,9
7,226,3708,18626,44,0,12
7,171,4645,13058,60,0,12
9,232,4350,11861,40,0,5
12,171,5083,12607,49,0,14
11,228,3575,11422,45,0,20
9,246,4102,7191,46,0,18
9,150,4663,18356,47,0,18
12,240,4907,6838,54,0,11
11,186,3782,18479,41,0,15
9,0,3997,11233,47,0,14
11,440,4038,11099,44,0,12
9,245,4111,13901,57,0,12
7,260,4403,12003,59,0,20
7,190,3877,10526,53,0,19
11,341,4291,16788,41,0,13
10,0,3981,12953,41,0,15
7,147,4124,8718,43,0,16
10,148,5101,12218,48,0,16
8,169,5279,11954,55,0,13
11,266,3891,18251,50,0,12
12,57,4242,9576,57,0,19
10,142,5490,9399,58,0,15
9,203,4479,18425,40,0,11
11,155,4360,15893,42,0,20
9,235,4797,10647,46,0,7
10,0,4618,10767,40,0,14
12,313,4204,5747,44,0,20
8,210,3646,5896,49,0,17
10,177,4303,15498,53,0,19
9,196,4911,6337,50,0,11
9,165,4444,17536,45,0,20
7,142,4952,7044,51,0,6
8,0,3948,11147,59,0,18
8,242,5034,11906,48,0,7
8,181,4568,16702,42,0,12
9,225,4426,18508,58,0,8
12,0,5199,5842,41,0,13
9,204,5347,19682,42,0,15
8,291,3616,10698,50,0,15
8,302,5440,17317,58,0,8
11,240,3546,8326,56,0,9
7,348,4395,17828,45,0,20
12,235,3828,14266,46,0,8
12,168,4353,12860,51,0,14
7,187,3865,12577,58,0,5
10,309,5045,6511,44,0,19
8,143,5260,9404,57,0,19
11,230,3903,10995,59,0,6
11,300,5302,8049,45,0,9
10,282,4602,14905,43,0,5
11,383,3779,18992,54,0,6
8,239,5121,7387,47,0,19
12,204,4053,7970,54,0,14
7,347,4623,8251,59,0,17
10,245,3965,10461,53,0,14
7,275,5061,16100,55,0,11
10,278,5439,6280,55,0,15
11,245,3936,8718,40,0,14
8,274,4639,5595,40,0,10
9,166,3808,14317,54,0,16
9,0,4332,11579,53,0,19
12,294,4818,11767,58,0,12
9,224,5018,6941,40,0,9
12,159,4659,18712,40,0,10
10,177,5284,11106,53,0,5
11,246,4365,19430,53,0,16
12,261,4602,11702,46,0,13
12,0,4886,18781,59,0,15
12,162,5122,8365,52,0,15
9,138,4183,5251,48,0,6
11,272,4978,19655,60,0,12
11,358,4774,6719,40,0,20
7,234,3684,12066,41,0,5
11,139,5050,7154,49,0,17
12,302,4987,14431,52,0,11
11,261,4994,12014,41,0,6
7,331,5482,18370,51,0,20
9,330,4924,15080,55,0,17
8,0,4038,18827,44,0,11
12,182,4905,10674,40,0,19
10,215,4419,11506,40,0,7
9,193,4118,14094,57,0,12
10,207,4645,19622,52,0,6
8,201,4829,13161,43,0,13
10,233,4934,14386,57,0,15
9,205,4527,15719,41,0,12
12,226,4835,6929,60,0,10
12,127,5144,8517,52,0,10
8,153,4588,5407,47,0,7
8,345,4140,10590,46,0,19
12,0,4526,10092,57,0,8
9,150,4788,15025,48,0,16
9,172,4271,8133,57,0,20
9,472,5144,14928,48,0,12
9,152,4974,16140,57,0,9
10,0,5317,13098,42,0,6
8,217,3930,5261,50,0,19
12,257,3994,12039,54,0,18
9,140,5245,15112,58,0,12
11,289,3802,11655,43,0,8
10,309,4339,19940,42,0,20
10,223,5409,6412,47,0,5
11,124,4624,18288,56,0,20
10,242,4717,16031,49,0,19
7,183,4897,8975,54,0,19
8,0,3750,11301,49,0,11
7,239,5181,15202,40,0,9
7,143,4195,14760,49,0,10
12,422,4823,17533,44,0,12
11,320,4541,19598,41,0,7
9,147,5337,6530,58,0,20
10,222,4147,17353,44,0,10
10,322,3859,6359,52,0,20
9,185,3974,10854,57,0,10
7,311,5393,19265,43,0,17
10,220,4283,16347,55,0,18
11,0,5471,8471,46,0,6
10,0,3943,16478,43,0,11
9,216,5356,12075,46,0,13
11,312,5072,11668,43,0,8
8,344,3997,15150,52,0,7
12,254,4690,19708,49,0,16
10,243,5429,11044,44,0,5
10,205,4030,12531,41,0,7
7,250,3986,18394,52,0,12
10,250,4130,12017,44,0,14
9,214,4707,13409,51,0,10
8,262,4065,11470,48,0,15
9,171,4414,11519,57,0,18
10,291,3516,18643,40,0,16
10,366,4067,19745,57,0,5
12,185,4030,17369,48,0,10
11,150,4356,13287,41,0,9
7,220,4309,11317,49,0,8
12,158,3635,18313,42,0,9
11,217,5219,18066,50,0,15
8,109,3772,18651,42,0,15
7,253,5125,15186,50,0,11
9,184,5266,7017,47,0,16
11,375,5422,19435,58,0,8
7,124,4375,14289,54,0,15
10,0,4269,15316,56,0,14
8,230,3512,5367,43,0,15
9,300,5458,11081,52,0,11
10,176,5277,7816,57,0,17
10,197,5101,13947,60,0,14
7,0,4878,9102,53,0,15
12,152,3688,16960,55,0,18
10,249,4455,15405,58,0,7
11,230,5469,14040,59,0,16
10,222,3960,12194,48,0,11
10,159,3506,5277,43,0,9
10,385,4534,5681,60,0,14
7,288,5331,14314,52,0,10
7,203,3543,18568,57,0,13
10,151,5039,16817,48,0,9
11,228,5129,13101,55,0,10
7,168,3556,9193,59,0,11
8,298,3636,13873,60,0,13
12,219,4499,9562,59,0,6
7,313,3851,10392,53,0,15
8,235,4995,19538,60,0,6
10,333,4003,10084,50,0,18
8,201,3546,12879,41,0,10
11,155,4984,19173,46,0,12
9,162,4239,11402,55,0,7
8,219,5234,11405,53,0,19
10,208,4834,16523,55,0,16
7,194,5374,13455,45,0,18
11,199,5056,12490,60,0,9
9,105,4076,9776,58,0,8
10,244,4859,7446,56,0,14
12,186,4836,6842,55,0,15
12,246,5419,7569,60,0,8
8,349,3870,8799,50,0,6
8,224,4514,19795,50,0,6
10,204,3524,7202,52,0,10
12,139,5049,5661,44,0,13
8,0,4711,18690,58,0,9
8,84,5368,5459,52,0,7
10,212,4578,14508,56,0,16
12,195,3997,19603,57,0,12
8,205,3898,5350,50,0,10
12,205,5439,8338,60,0,12
12,206,4551,8821,54,0,5
7,229,3543,16068,47,0,14
10,121,5481,12408,44,0,5
11,238,5153,8899,60,0,16
8,202,3568,10814,55,0,6
8,245,4679,19560,40,0,6
10,164,4558,5020,60,0,18
7,350,4527,9482,46,0,10
10,292,3644,16349,53,0,19
8,229,4234,7235,60,0,20
8,188,4229,18476,49,0,9
11,155,4270,17702,46,0,20
7,216,5192,19241,48,0,13
10,192,3532,7794,45,0,16
12,268,5271,8704,51,0,7
11,250,3715,15086,41,0,11
12,298,5140,10368,49,0,12
10,206,4501,6612,43,0,16
10,199,5148,17012,51,0,9
10,267,5089,8812,55,0,19
7,260,4938,9382,57,0,14
7,0,4200,16349,51,0,5
8,226,4921,6413,58,0,5
11,247,4998,18499,57,0,9
12,213,4169,12370,52,0,19
9,244,5198,9828,41,0,6
12,237,4753,17589,53,0,18
8,311,3952,19032,59,0,17
9,271,5282,18571,43,0,12
7,271,3740,17844,59,0,9
7,0,5229,13736,46,0,7
7,139,4420,6822,40,0,14
7,130,4651,12077,59,0,13
11,205,4149,6880,53,0,11
12,466,3918,11331,44,0,18
7,233,5146,14779,46,0,16
8,171,3918,18968,56,0,7
8,261,4459,15834,47,0,13
10,107,4755,18553,44,0,5
10,355,4804,17078,50,0,19
11,166,4322,11127,51,0,7
7,264,3777,14252,59,0,11
12,219,4547,9922,53,0,16
11,180,4135,19295,54,0,8
11,295,3807,5406,54,0,11
11,245,3892,9932,50,0,10
8,235,4705,13049,58,0,8
9,252,5244,12443,51,0,20
9,0,5121,7783,56,0,7
9,302,3863,16348,44,0,12
10,110,4010,14724,51,0,13
9,295,4137,13720,58,0,9
10,258,4295,11195,50,0,19
12,235,4666,12743,52,0,16
12,217,3549,6506,47,0,8
7,132,3901,5936,46,0,5
7,337,4842,11189,60,0,13
11,223,4753,14068,47,0,8
7,0,3598,8014,58,0,19
9,214,3617,14620,57,0,5
11,0,3625,11734,40,0,13
7,192,4974,11395,41,0,13
10,264,4518,10785,43,0,9
9,159,4697,9543,40,0,9
8,187,4012,15999,42,0,12
12,283,4974,7274,57,0,9
11,213,3877,10543,60,0,11
11,149,4970,14045,46,0,12
8,217,3585,14785,42,0,10
9,185,3616,14969,60,0,12
10,248,3795,13219,50,0,10
9,241,4646,17409,53,0,15
9,221,3590,16562,42,0,12
12,174,3542,14352,41,0,5
7,222,4643,5778,57,0,8
12,214,4590,17663,46,0,18
11,372,4206,11779,54,0,13
8,448,4283,18234,45,0,15
9,372,5200,9743,58,0,8
12,327,5119,19079,52,0,13
9,159,5474,14939,52,0,9
7,245,3783,19563,56,0,13
12,239,4926,18318,45,0,11
7,336,4896,8362,58,0,6
11,0,5291,14421,47,0,18
10,191,3891,6916,53,0,15
8,319,4119,8872,42,0,19
7,305,4460,15424,58,0,8
12,248,3527,14657,46,0,9
9,0,4578,7037,42,0,13
10,144,5500,10600,46,0,6
11,176,5229,15073,53,0,12
10,366,4678,5318,42,0,16
10,0,4330,7188,57,0,10
11,287,4585,15908,59,0,17
11,195,5086,7491,44,0,6
11,263,5427,17257,54,0,7
9,266,4127,16949,49,0,10
9,253,5035,12038,53,0,16
9,0,4938,9133,55,0,20
8,184,3792,13746,41,0,7
10,430,4976,17321,42,0,17
7,242,3949,13778,51,0,15
7,0,4865,6531,42,0,13
12,183,4802,5879,51,0,16
10,359,4653,17521,40,0,14
10,159,5484,19453,50,0,18
9,139,5441,14326,46,0,9
9,0,4282,9446,52,0,15
9,184,4711,17518,56,0,12
8,249,3727,17359,54,0,16
9,279,4983,7917,41,0,5
9,167,4643,11370,59,0,12
9,264,3865,15151,51,0,15
8,356,5270,12622,49,0,5
8,147,3682,9300,45,0,9
9,234,4853,5282,48,0,10
9,260,4043,17295,52,0,6
7,187,3904,18708,59,0,16
10,232,5333,14262,44,0,15
7,220,4522,12802,58,0,11
9,0,4041,7998,42,0,13
9,259,5373,15146,41,0,20
7,227,5453,8381,57,0,11
12,255,3833,16381,41,0,19
8,0,4305,14236,51,0,20
10,292,5461,8081,60,0,6
11,299,4900,7880,55,0,5
9,358,4327,9000,42,0,19
8,259,4908,11091,50,0,8
7,186,5142,14329,43,0,16
10,213,4623,6522,50,0,13
9,160,5259,14536,55,0,19
7,199,3928,8239,54,0,15
9,128,5397,8930,42,0,19
10,0,5452,8016,40,0,20
7,0,5368,8344,54,0,10
10,189,3680,9047,48,0,18
12,136,5033,18086,60,0,8
8,180,4451,10260,52,0,15
7,293,5140,6968,48,0,12
12,224,4535,9720,50,0,15
7,302,4773,11229,47,0,17
9,182,4011,12826,43,0,14
7,203,3615,17038,56,0,13
9,240,3623,11431,46,0,19
7,284,5220,5553,54,0,13
12,242,4325,14646,48,0,9
12,166,5477,13980,48,0,7
10,184,4395,9203,53,0,17
8,274,5180,15978,54,0,20
12,145,4823,12846,54,0,9
9,293,4556,14109,42,0,20
12,0,3771,19939,40,0,11
10,224,4802,14124,46,0,13
8,326,4517,12389,60,0,19
8,246,3732,18572,41,0,8
12,386,4387,14976,59,0,11
9,403,3994,14998,45,0,11
10,0,5174,6540,56,0,18
7,176,4783,11855,47,0,10
8,236,3675,5077,53,0,15
8,171,3852,13893,54,0,6
7,280,3644,7907,47,0,14
10,0,4352,7210,46,0,19
8,180,5025,17320,42,0,16
8,146,4029,15078,47,0,11
12,239,4871,7144,59,0,10
12,193,5041,6927,42,0,19
8,327,4987,11626,49,0,19
7,286,5304,8593,42,0,15
9,208,4722,15962,41,0,6
11,161,4288,13558,47,0,8
10,200,4410,17116,55,0,19
11,186,4420,13749,45,0,19
11,181,4263,16233,42,0,14
7,243,3869,6852,47,0,19
12,179,3766,8892,45,0,20
8,235,4153,17112,52,0,12
8,394,4922,12075,58,0,17
12,194,4593,9311,60,0,20
11,208,3890,13477,56,0,9
8,240,4614,10315,51,0,7
9,138,3549,7907,41,0,18
7,205,4494,5934,50,0,20
9,0,4028,10775,46,0,9
12,194,3800,5283,57,0,16
7,102,3607,12582,42,0,8
8,297,4853,9245,50,0,17
12,353,5004,7328,49,0,18
8,286,4777,14320,45,0,12
11,227,5343,16538,46,0,18
12,243,5418,8691,52,0,6
7,0,4288,12481,43,0,10
10,232,4352,19315,41,0,5
11,295,4149,7499,40,0,12
8,211,4858,13200,60,0,19
8,181,4386,6814,47,0,18
11,264,3518,12969,42,0,8
12,250,5289,13496,54,0,17
8,153,5111,19961,52,0,9
11,88,5150,18289,54,0,6
8,206,4057,10168,40,0,9
7,308,3810,9392,40,0,6
12,211,4085,10443,48,0,13
12,0,4848,16816,58,0,16
10,312,4826,6155,60,0,8
10,224,4444,13890,44,0,6
12,317,4578,10764,44,0,19
8,175,4786,14109,56,0,7
11,259,4386,19879,50,0,12
12,140,3882,16494,50,0,18
7,0,4760,5799,47,0,19
12,176,4136,9505,60,0,9
8,258,3905,15649,54,0,14
12,310,5189,12109,54,0,5
9,246,5452,11016,54,0,14
7,259,4526,15481,49,0,11
8,195,3709,19234,46,0,20
7,128,4586,11356,55,0,12
8,326,4879,16162,58,0,11
7,259,3867,9605,48,0,7
7,160,5115,10600,41,0,7
7,0,4369,16070,46,0,18
7,136,4667,9616,54,0,13
8,227,3526,6941,41,0,7
9,266,4954,12935,52,0,20
9,277,3716,12646,47,0,7
7,300,4798,5766,52,0,16
11,322,4903,8202,45,0,8
11,212,4389,6754,44,0,7
9,0,4769,19134,57,0,17
7,253,4712,19256,41,0,19
8,181,4898,6848,45,0,14
7,238,3533,7078,53,0,11
12,237,3611,8253,51,0,8
9,224,5417,19020,59,0,14
9,352,5046,10427,46,0,10
12,229,3669,9070,48,0,9
11,228,4450,13927,57,0,19
7,262,5190,8528,46,0,16
12,82,4930,11330,48,0,19
10,416,4337,12819,52,0,12
11,166,4206,13047,59,0,5
7,201,3749,18179,41,0,7
11,200,5080,8390,53,0,14
7,281,5494,10962,41,0,19
10,174,4189,15238,48,0,8
12,351,3881,11877,55,0,14
7,136,4007,19135,51,0,17
9,269,5155,5631,60,0,8
12,171,3748,13262,59,0,15
11,0,5002,17341,42,0,12
8,110,5070,17662,55,0,18
7,221,5238,13215,41,0,16
10,331,5238,8584,50,0,14
8,142,4646,8838,41,0,17
7,300,3788,12510,46,0,13
11,213,3923,6939,44,0,7
10,144,4388,9083,57,0,19
11,208,3569,13422,59,0,10
7,277,3555,6893,59,0,9
8,329,4212,12009,57,0,19
8,0,4715,14177,40,0,19
7,147,3755,19349,54,0,12
11,184,3857,15765,52,0,16
7,297,4503,18922,47,0,13
8,0,5057,14686,49,0,14
12,247,4346,13202,56,0,11
9,375,3730,7620,54,0,10
10,245,5422,12087,55,0,7
8,244,4854,5189,56,0,19
12,142,4100,8430,46,0,20
7,135,5158,11194,50,0,5
9,227,3832,14083,46,0,13
8,358,3613,9607,57,0,14
9,167,5385,17622,60,0,15
11,173,5311,7262,60,0,15
8,220,3509,18286,42,0,16
12,175,3641,19593,50,0,11
10,211,3761,6886,45,0,19
11,284,3993,19355,59,0,18
10,480,4218,9892,54,0,18
7,0,4765,6004,57,0,13
11,266,4835,5152,49,0,19
7,169,4639,17635,49,0,8
8,196,4823,12342,43,0,20
10,299,4055,18208,46,0,17
11,253,4860,9482,54,0,13
7,302,4810,11226,45,0,18
10,219,3554,16852,40,0,18
10,297,3945,15059,55,0,8
12,108,5315,9599,46,0,9
8,309,4958,5436,46,0,20
12,95,4547,19196,58,0,17
12,179,4260,19736,52,0,19
10,90,4318,10412,57,0,17
8,218,5280,7477,55,0,17
8,294,4521,7920,52,0,14
7,233,4997,8210,54,0,17
11,229,3678,11657,47,0,5
11,0,3999,5140,48,0,17
7,211,4256,9459,40,0,16
10,237,5433,7506,57,0,17
12,258,5300,14763,41,0,20
7,188,4753,6188,40,0,20
9,227,4222,15464,51,0,20
9,178,4564,6318,52,0,6
7,154,5200,19843,54,0,11
8,222,5447,12323,44,0,7
10,204,5103,12644,56,0,8
7,172,3606,11383,43,0,8
9,155,4360,5031,60,0,17
8,166,4787,18448,58,0,6
9,226,3566,10791,53,0,5
7,221,3798,19880,60,0,10
10,224,3660,11961,54,0,6
12,324,3596,16289,49,0,8
8,207,5035,7432,42,0,10
12,197,4486,8299,49,0,19
7,222,4219,6616,54,0,10
11,148,4314,8040,41,0,18
10,181,4829,7589,50,0,12
9,196,4644,10306,57,0,7
10,270,4852,7588,44,0,14
9,184,5234,12922,46,0,10
12,266,4230,11280,54,0,17
9,249,3702,7916,55,0,5
12,261,4731,9464,58,0,12
8,173,4419,19096,55,0,20
11,133,4431,7512,60,0,9
9,238,4565,20000,56,0,19
11,244,4021,19311,59,0,20
11,0,3501,15517,60,0,8
10,207,3707,16632,50,0,16
11,128,5153,18698,51,0,17
7,249,4404,16368,41,0,20
12,386,3618,19759,51,0,10
8,197,4227,11852,40,0,12
11,163,3875,16316,53,0,18
12,150,5024,11249,43,0,16
9,211,3677,19243,40,0,15
7,163,3952,12763,56,0,7
9,234,4649,15969,40,0,8
10,165,3527,6806,42,0,15
9,377,4494,12783,53,0,17
12,190,4693,10292,49,0,19
9,335,3990,8506,40,0,13
12,304,4375,10837,58,0,14
10,0,4282,8927,54,0,19
12,244,3671,16365,54,0,5
8,170,3542,10747,49,0,11
7,242,4838,14861,44,0,17
10,141,4191,5807,54,0,20
7,260,4675,15196,44,0,9
10,178,4735,8486,55,0,10
12,184,4128,18797,47,0,13
9,248,5038,15035,41,0,18
7,0,4613,10178,41,0,13
7,197,4767,10565,51,0,15
12,128,4050,7571,42,0,19
10,273,4254,12319,42,0,9
11,188,3614,15857,44,0,8
10,253,3900,10059,54,0,5
9,251,4238,5509,51,0,13
12,244,4110,11137,56,0,12
12,236,4902,9248,53,0,11
7,190,4731,6469,49,0,6
9,0,4154,8815,54,0,18
11,140,5061,16884,43,0,8
12,0,5418,14393,49,0,17
11,161,4423,11179,56,0,15
10,295,4687,18415,46,0,10
12,212,4781,10230,48,0,12
10,223,4753,14027,49,0,5
8,268,3505,16381,56,0,20
8,138,4148,14056,56,0,5
7,236,5456,8000,47,0,18
9,158,5242,5447,47,0,11
10,238,4032,16095,57,0,10
9,184,4088,14847,43,0,10
12,177,4098,12367,45,0,6
7,327,3688,14512,54,0,11
10,122,4874,10358,56,0,11
12,188,4290,12527,49,0,5
9,0,4952,10311,41,0,18
12,189,3634,6585,40,0,20
11,258,3669,13772,42,0,11
12,260,5289,7745,52,0,5
11,0,3503,8734,45,0,16
7,259,4326,9509,53,0,7
11,205,3824,15312,41,0,17
11,0,5472,18808,55,0,8
11,201,5354,9060,49,0,16
7,297,4996,5992,42,0,12
11,266,5057,8533,47,0,19
9,151,3791,19351,41,0,20
9,151,5032,8510,47,0,18
9,190,5288,6589,52,0,17
7,202,4627,11809,53,0,14
9,0,4133,11881,53,0,17
9,301,4209,7153,52,0,7
10,144,3827,13325,54,0,17
7,208,4758,11622,43,0,15
12,240,3587,5780,60,0,20
8,0,3910,7090,54,0,11
11,0,3549,14296,42,0,11
11,0,4294,17593,54,0,5
12,243,4663,15039,50,0,17
12,231,4575,9286,60,0,19
9,278,4976,9376,58,0,8
10,107,3759,15293,43,0,12
9,219,5409,5512,57,0,6
9,158,4925,11877,58,0,7
9,254,5296,13905,57,0,19
8,118,4939,14491,40,0,14
12,181,3716,8046,54,0,17
11,213,5155,17289,52,0,12
12,273,3704,11711,54,0,11
12,0,3603,15370,56,0,10
9,223,5368,12622,42,0,13
9,0,4732,7528,57,0,8
8,201,5366,18900,55,0,13
10,343,3953,12328,45,0,6
8,353,4518,5869,58,0,14
7,246,5064,9990,43,0,17
8,263,5279,16874,49,0,10
9,191,5080,17664,60,0,9
11,241,4134,19493,52,0,6
10,286,3565,10174,40,0,19
11,115,4065,5775,46,0,15
12,173,5052,16976,51,0,20
11,0,4434,9178,51,0,20
12,138,3620,18202,43,0,14
11,301,3579,10159,58,0,19
12,122,4930,13376,40,0,8
11,103,3839,11131,40,0,6
8,0,3548,6755,48,0,12
12,361,4861,9909,54,0,19
11,237,4293,15912,45,0,19
7,0,4198,14537,48,0,6
12,0,5366,8282,51,0,12
12,123,3612,15820,60,0,12
7,320,5331,7200,43,0,7
8,201,5106,15926,45,0,5
7,408,5349,5796,60,0,20
10,154,5422,13403,48,0,19
11,95,3742,18328,59,0,20
12,211,5102,14741,60,0,14
10,226,4875,13870,51,0,5
7,261,4940,14939,60,0,12
9,228,4672,18986,46,0,5
10,323,5075,19452,42,0,14
10,305,5243,6718,49,0,6
9,335,4005,5249,52,0,20
9,223,4595,12268,46,0,13
11,199,3590,9955,50,0,20
8,159,4297,5162,56,0,9
8,167,4320,15248,60,0,9
11,119,5075,13332,55,0,8
12,368,5240,8698,56,0,13
9,189,3891,17977,59,0,9
8,203,3952,10315,48,0,6
8,310,4827,11060,50,0,17
9,424,5423,13971,53,0,17
8,121,4408,16116,46,0,19
10,190,4977,10726,56,0,17
10,0,3591,6293,42,0,20
10,301,4033,9254,49,0,16
11,181,4077,6328,56,0,18
7,266,4030,6234,55,0,19
8,130,5014,5793,51,0,17
12,202,4720,17673,57,0,17
7,260,3696,13157,42,0,6
9,206,4504,14865,51,0,5
11,0,3873,5954,44,0,20
8,205,4722,5640,53,0,12
8,0,4060,19220,51,0,17
10,236,4465,9718,56,0,19
8,98,3734,14753,45,0,17
8,223,5374,12863,49,0,18
10,114,4668,17126,46,0,5
12,263,4664,8933,55,0,15
7,252,4599,19871,56,0,12
8,239,3592,18334,41,0,13
12,172,3764,5170,43,0,10
7,292,4614,12614,52,0,11
11,172,3898,19126,44,0,12
8,380,4281,15337,46,0,15
10,365,3519,17322,42,0,5
10,158,4833,10490,44,0,13
11,270,4099,15586,46,0,6
12,218,5213,16280,58,0,11
12,191,5111,12739,55,0,20
9,245,3738,17275,50,0,16
7,359,5065,9585,41,0,7
10,320,4279,18271,43,0,6
11,170,4080,10011,56,0,12
11,396,3821,12736,45,0,12
7,0,5122,10658,42,0,5
7,0,4948,9569,43,0,10
11,196,4933,13871,56,0,13
10,261,4766,13191,40,0,19
10,196,4666,12797,50,0,11
12,0,4948,16038,57,0,9
7,257,3715,5247,54,0,12
9,223,5185,15306,41,0,6
7,167,3625,7833,57,0,10
10,250,3533,16866,46,0,19
7,133,4471,16741,56,0,16
11,242,4398,15828,46,0,8
7,257,4453,11652,52,0,18
11,167,3800,9644,51,0,14
11,152,3509,11029,41,0,17
12,168,4017,13246,52,0,12
8,0,3668,5667,47,0,18
7,323,4950,18632,47,0,11
9,423,4440,10425,49,0,11
11,143,4817,12958,51,0,12
11,360,4768,5230,42,0,16
8,372,4317,18436,47,0,6
7,358,4732,16260,52,0,15
8,207,4032,12658,56,0,5
8,123,5120,10462,42,0,12
12,137,4033,15959,54,0,12
8,287,4039,8101,48,0,20
7,193,5120,13745,57,0,7
8,167,4340,14642,40,0,7
9,174,4245,19454,48,0,10
9,216,4134,8949,53,0,14
12,0,5265,14269,45,0,19
12,211,3745,9941,53,0,11
8,151,5387,19503,46,0,20
7,222,3915,17712,54,0,14
9,170,3983,13963,57,0,15
12,211,3689,15068,44,0,17
8,149,4557,9364,57,0,6
12,266,3894,6744,46,0,18
11,245,4198,13488,56,0,15
7,150,4207,6456,51,0,18
10,0,4641,16841,48,0,7
12,200,4353,10662,51,0,10
9,252,3638,19255,56,0,15
12,186,3513,8340,57,0,20
11,240,4504,15562,49,0,11
7,0,4601,5495,58,0,14
12,197,3588,13145,55,0,8
8,250,3542,6703,55,0,18
9,280,3793,5003,41,0,18
11,251,4357,9062,42,0,8
9,194,5488,15227,47,0,14
12,256,4498,11989,57,0,13
9,113,4498,10073,49,0,13
11,290,5088,19042,60,0,19
9,192,4339,6047,42,0,5
9,203,4508,10952,41,0,18
8,256,4076,9430,57,0,19
9,333,4769,16890,42,0,9
9,181,3659,19098,48,0,16
7,263,3806,8998,44,0,16
10,312,3770,12262,57,0,11
11,0,5322,13584,60,0,9
12,207,4229,14039,43,0,10
7,205,5416,11146,47,0,12
7,186,3913,17869,51,0,13
11,182,4477,7981,47,0,15
9,0,5092,15657,58,0,5
12,242,4556,5185,43,0,18
9,165,4701,18460,58,0,18
8,179,3827,9294,57,0,18
10,179,4955,19757,56,0,16
7,350,4877,19309,52,0,19
12,250,4165,8760,57,0,10
7,378,4465,19845,48,0,13
9,0,4379,10824,58,0,13
10,269,3883,9515,56,0,14
7,297,3962,8246,56,0,13
11,240,3501,14410,44,0,20
9,256,3562,11900,45,0,18
7,171,3689,6220,42,0,11
8,215,4557,14535,43,0,6
8,171,5458,5222,40,0,11
12,160,4965,15143,44,0,20
10,260,5455,17797,49,0,20
7,230,4842,14076,53,0,15
7,477,5054,6660,57,0,10
7,198,4509,9751,46,0,18
8,226,3744,15502,52,0,7
8,302,4796,16100,58,0,15
9,145,4948,19475,59,0,9
9,291,5407,7074,60,0,16
12,297,4188,11744,41,0,6
8,0,3601,9918,44,0,13
9,0,5246,19116,57,0,19
7,0,3931,5422,57,0,5
12,265,3508,19759,59,0,17
10,172,4573,5686,49,0,7
8,224,4706,19023,53,0,20
11,171,5257,5460,45,0,12
8,351,5068,7035,59,0,17
11,297,5396,9336,53,0,7
10,177,4214,19257,55,0,14
10,232,4621,16197,41,0,18
12,272,3531,14352,51,0,11
7,215,4492,14012,54,0,8
11,222,5239,18014,54,0,15
10,0,4595,12624,44,0,12
10,293,5075,15941,57,0,7
12,465,5355,19236,57,0,5
9,306,3594,14609,56,0,13
8,205,3890,19560,41,0,11
11,361,4200,9126,50,0,14
11,150,5409,17081,41,0,13
11,144,4520,9992,50,0,6
9,84,5044,10957,58,0,20
8,192,4489,19624,41,0,19
7,106,4335,9307,58,0,7
11,216,4586,13259,49,0,6
7,224,3729,7766,57,0,5
